3475.96	113.263
3474.68	130.526
3473.41	113.895
3472.13	145.684
3470.85	147.053
3469.57	144.737
3468.29	149.895
3467.01	168.211
3465.73	149.737
3464.45	158.368
3463.17	163.053
3461.89	183
3460.61	167.684
3459.33	173.211
3458.05	150.474
3456.76	172.211
3455.48	182.632
3454.2	203.684
3452.92	197.263
3451.63	180.947
3450.35	203.632
3449.06	205.684
3447.78	202.632
3446.5	196.368
3445.21	217.684
3443.93	234.842
3442.64	227.211
3441.35	225.789
3440.07	238.368
3438.78	232.632
3437.49	240.632
3436.21	230.895
3434.92	255.474
3433.63	242.368
3432.34	240.474
3431.05	255.579
3429.76	258.579
3428.47	268.105
3427.18	276.368
3425.89	258.368
3424.6	273.842
3423.31	258.737
3422.02	289.158
3420.73	283.053
3419.44	290.421
3418.14	278.421
3416.85	283.579
3415.56	287.526
3414.27	288.316
3412.97	303.789
3411.68	312.789
3410.38	311.895
3409.09	290.474
3407.79	301.632
3406.5	309.526
3405.2	317.263
3403.91	304.684
3402.61	315.158
3401.31	294
3400.02	327
3398.72	317.79
3397.42	326.632
3396.12	348.842
3394.83	337.263
3393.53	340
3392.23	343
3390.93	353.526
3389.63	341.579
3388.33	344.263
3387.03	364.316
3385.73	356.474
3384.43	344.895
3383.13	365.105
3381.82	378.842
3380.52	365.947
3379.22	395.526
3377.92	390.789
3376.61	365.368
3375.31	374.737
3374.01	378.368
3372.7	377.842
3371.4	392.684
3370.09	381.263
3368.79	381.526
3367.48	393.842
3366.18	374.474
3364.87	379.684
3363.56	394.789
3362.26	402.105
3360.95	398.105
3359.64	393.579
3358.34	393.316
3357.03	401.316
3355.72	398.421
3354.41	390.947
3353.1	410.053
3351.79	403.684
3350.48	412.895
3349.17	408.632
3347.86	414.895
3346.55	424.842
3345.24	420.684
3343.93	415.316
3342.61	426.474
3341.3	426.105
3339.99	425.737
3338.68	423.105
3337.36	423.316
3336.05	442.053
3334.73	429.263
3333.42	447.316
3332.11	471.789
3330.79	457.105
3329.48	454.895
3328.16	449.947
3326.84	470.842
3325.53	460.211
3324.21	462.263
3322.89	463.526
3321.58	468.947
3320.26	466.263
3318.94	471.526
3317.62	471.105
3316.3	499.842
3314.98	477.211
3313.66	476.211
3312.34	489.947
3311.02	497.421
3309.7	467.579
3308.38	494.684
3307.06	499.526
3305.74	495.895
3304.42	479.105
3303.1	475.421
3301.77	498.737
3300.45	485.737
3299.13	499.105
3297.8	478.632
3296.48	501.947
3295.15	503.421
3293.83	495.842
3292.51	493.895
3291.18	507.211
3289.85	511.158
3288.53	496
3287.2	500.316
3285.88	521.474
3284.55	513.211
3283.22	530.211
3281.89	507.842
3280.57	542.158
3279.24	510.789
3277.91	527.579
3276.58	532.684
3275.25	544.474
3273.92	541.842
3272.59	563.632
3271.26	558.263
3269.93	569.474
3268.6	572.632
3267.26	579.368
3265.93	608.895
3264.6	591.895
3263.27	611.947
3261.94	629.842
3260.6	631.105
3259.27	637.053
3257.94	649.737
3256.6	661.421
3255.27	689.789
3253.93	681.526
3252.6	696.211
3251.26	696.526
3249.92	731.947
3248.59	726.368
3247.25	738.79
3245.91	751.684
3244.58	762.368
3243.24	769.526
3241.9	777.421
3240.56	794.211
3239.22	798.474
3237.88	780.053
3236.54	809.105
3235.2	820.895
3233.86	797.842
3232.52	824.211
3231.18	813.158
3229.84	831.053
3228.5	824.368
3227.16	829.158
3225.82	820.947
3224.47	823.421
3223.13	832.211
3221.79	839.158
3220.44	832.105
3219.1	826.789
