"Cycle 0:#010:XPS Survey"
,Characteristic Energy eV,1.486680e+03,Acquisition Time s,1.000000e-01
Name,,
Position,,
FWHM,,
Area,,
Lineshape,,
K.E.,Counts,,B.E.,CPS
5.446000e+02,3.487050e+03,,9.420800e+02,3.487050e+04
5.456000e+02,3.559810e+03,,9.410800e+02,3.559810e+04
5.466000e+02,3.557120e+03,,9.400800e+02,3.557120e+04
5.476000e+02,3.633090e+03,,9.390800e+02,3.633090e+04
5.486000e+02,3.634840e+03,,9.380800e+02,3.634840e+04
5.496000e+02,3.602560e+03,,9.370800e+02,3.602560e+04
5.506000e+02,3.662040e+03,,9.360800e+02,3.662040e+04
5.516000e+02,3.597960e+03,,9.350800e+02,3.597960e+04
5.526000e+02,3.530460e+03,,9.340800e+02,3.530460e+04
5.536000e+02,3.660360e+03,,9.330800e+02,3.660360e+04
5.546000e+02,3.610720e+03,,9.320800e+02,3.610720e+04
5.556000e+02,3.562640e+03,,9.310800e+02,3.562640e+04
5.566000e+02,3.575520e+03,,9.300800e+02,3.575520e+04
5.576000e+02,3.595380e+03,,9.290800e+02,3.595380e+04
5.586000e+02,3.599610e+03,,9.280800e+02,3.599610e+04
5.596000e+02,3.685590e+03,,9.270800e+02,3.685590e+04
5.606000e+02,3.613430e+03,,9.260800e+02,3.613430e+04
5.616000e+02,3.534980e+03,,9.250800e+02,3.534980e+04
5.626000e+02,3.736170e+03,,9.240800e+02,3.736170e+04
5.636000e+02,3.620490e+03,,9.230800e+02,3.620490e+04
5.646000e+02,3.752100e+03,,9.220800e+02,3.752100e+04
5.656000e+02,3.579610e+03,,9.210800e+02,3.579610e+04
5.666000e+02,3.690910e+03,,9.200800e+02,3.690910e+04
5.676000e+02,3.724990e+03,,9.190800e+02,3.724990e+04
5.686000e+02,3.742290e+03,,9.180800e+02,3.742290e+04
5.696000e+02,3.728280e+03,,9.170800e+02,3.728280e+04
5.706000e+02,3.671150e+03,,9.160800e+02,3.671150e+04
5.716000e+02,3.660680e+03,,9.150800e+02,3.660680e+04
5.726000e+02,3.736480e+03,,9.140800e+02,3.736480e+04
5.736000e+02,3.673700e+03,,9.130800e+02,3.673700e+04
5.746000e+02,3.695270e+03,,9.120800e+02,3.695270e+04
5.756000e+02,3.744260e+03,,9.110800e+02,3.744260e+04
5.766000e+02,3.652830e+03,,9.100800e+02,3.652830e+04
5.776000e+02,3.661900e+03,,9.090800e+02,3.661900e+04
5.786000e+02,3.623380e+03,,9.080800e+02,3.623380e+04
5.796000e+02,3.759230e+03,,9.070800e+02,3.759230e+04
5.806000e+02,3.729980e+03,,9.060800e+02,3.729980e+04
5.816000e+02,3.632480e+03,,9.050800e+02,3.632480e+04
5.826000e+02,3.667820e+03,,9.040800e+02,3.667820e+04
5.836000e+02,3.850640e+03,,9.030800e+02,3.850640e+04
5.846000e+02,3.711830e+03,,9.020800e+02,3.711830e+04
5.856000e+02,3.738700e+03,,9.010800e+02,3.738700e+04
5.866000e+02,3.791330e+03,,9.000800e+02,3.791330e+04
5.876000e+02,3.761310e+03,,8.990800e+02,3.761310e+04
5.886000e+02,3.675900e+03,,8.980800e+02,3.675900e+04
5.896000e+02,3.837510e+03,,8.970800e+02,3.837510e+04
5.906000e+02,3.709100e+03,,8.960800e+02,3.709100e+04
5.916000e+02,3.762800e+03,,8.950800e+02,3.762800e+04
5.926000e+02,3.660200e+03,,8.940800e+02,3.660200e+04
5.936000e+02,3.709920e+03,,8.930800e+02,3.709920e+04
5.946000e+02,3.721350e+03,,8.920800e+02,3.721350e+04
5.956000e+02,3.870640e+03,,8.910800e+02,3.870640e+04
5.966000e+02,3.864030e+03,,8.900800e+02,3.864030e+04
5.976000e+02,3.797570e+03,,8.890800e+02,3.797570e+04
5.986000e+02,3.729800e+03,,8.880800e+02,3.729800e+04
5.996000e+02,3.870610e+03,,8.870800e+02,3.870610e+04
6.006000e+02,3.766020e+03,,8.860800e+02,3.766020e+04
6.016000e+02,3.774230e+03,,8.850800e+02,3.774230e+04
6.026000e+02,3.864420e+03,,8.840800e+02,3.864420e+04
6.036000e+02,3.851160e+03,,8.830800e+02,3.851160e+04
6.046000e+02,3.801500e+03,,8.820800e+02,3.801500e+04
6.056000e+02,3.817740e+03,,8.810800e+02,3.817740e+04
6.066000e+02,3.869610e+03,,8.800800e+02,3.869610e+04
6.076000e+02,3.820460e+03,,8.790800e+02,3.820460e+04
6.086000e+02,3.861690e+03,,8.780800e+02,3.861690e+04
6.096000e+02,3.795900e+03,,8.770800e+02,3.795900e+04
6.106000e+02,3.856550e+03,,8.760800e+02,3.856550e+04
6.116000e+02,3.898670e+03,,8.750800e+02,3.898670e+04
6.126000e+02,3.901970e+03,,8.740800e+02,3.901970e+04
6.136000e+02,3.813330e+03,,8.730800e+02,3.813330e+04
6.146000e+02,3.903270e+03,,8.720800e+02,3.903270e+04
6.156000e+02,3.885540e+03,,8.710800e+02,3.885540e+04
6.166000e+02,3.879360e+03,,8.700800e+02,3.879360e+04
6.176000e+02,3.840210e+03,,8.690800e+02,3.840210e+04
6.186000e+02,3.890870e+03,,8.680800e+02,3.890870e+04
6.196000e+02,3.901800e+03,,8.670800e+02,3.901800e+04
6.206000e+02,3.875410e+03,,8.660800e+02,3.875410e+04
6.216000e+02,3.867380e+03,,8.650800e+02,3.867380e+04
6.226000e+02,3.910960e+03,,8.640800e+02,3.910960e+04
6.236000e+02,3.895110e+03,,8.630800e+02,3.895110e+04
6.246000e+02,3.974990e+03,,8.620800e+02,3.974990e+04
6.256000e+02,3.890460e+03,,8.610800e+02,3.890460e+04
6.266000e+02,3.908260e+03,,8.600800e+02,3.908260e+04
6.276000e+02,3.995570e+03,,8.590800e+02,3.995570e+04
6.286000e+02,3.968880e+03,,8.580800e+02,3.968880e+04
6.296000e+02,4.055900e+03,,8.570800e+02,4.055900e+04
6.306000e+02,3.903260e+03,,8.560800e+02,3.903260e+04
6.316000e+02,3.868670e+03,,8.550800e+02,3.868670e+04
6.326000e+02,3.908000e+03,,8.540800e+02,3.908000e+04
6.336000e+02,4.029640e+03,,8.530800e+02,4.029640e+04
6.346000e+02,3.935460e+03,,8.520800e+02,3.935460e+04
6.356000e+02,4.060370e+03,,8.510800e+02,4.060370e+04
6.366000e+02,4.108320e+03,,8.500800e+02,4.108320e+04
6.376000e+02,3.912000e+03,,8.490800e+02,3.912000e+04
6.386000e+02,4.052000e+03,,8.480800e+02,4.052000e+04
6.396000e+02,4.006950e+03,,8.470800e+02,4.006950e+04
6.406000e+02,3.933580e+03,,8.460800e+02,3.933580e+04
6.416000e+02,4.045260e+03,,8.450800e+02,4.045260e+04
6.426000e+02,4.047600e+03,,8.440800e+02,4.047600e+04
6.436000e+02,3.941980e+03,,8.430800e+02,3.941980e+04
6.446000e+02,3.995960e+03,,8.420800e+02,3.995960e+04
6.456000e+02,4.015630e+03,,8.410800e+02,4.015630e+04
6.466000e+02,4.079490e+03,,8.400800e+02,4.079490e+04
6.476000e+02,3.873750e+03,,8.390800e+02,3.873750e+04
6.486000e+02,4.112800e+03,,8.380800e+02,4.112800e+04
6.496000e+02,4.019060e+03,,8.370800e+02,4.019060e+04
6.506000e+02,4.016930e+03,,8.360800e+02,4.016930e+04
6.516000e+02,4.004660e+03,,8.350800e+02,4.004660e+04
6.526000e+02,3.988820e+03,,8.340800e+02,3.988820e+04
6.536000e+02,4.031060e+03,,8.330800e+02,4.031060e+04
6.546000e+02,4.129140e+03,,8.320800e+02,4.129140e+04
6.556000e+02,4.065890e+03,,8.310800e+02,4.065890e+04
6.566000e+02,3.994660e+03,,8.300800e+02,3.994660e+04
6.576000e+02,4.099210e+03,,8.290800e+02,4.099210e+04
6.586000e+02,3.970600e+03,,8.280800e+02,3.970600e+04
6.596000e+02,4.145910e+03,,8.270800e+02,4.145910e+04
6.606000e+02,4.018380e+03,,8.260800e+02,4.018380e+04
6.616000e+02,4.104960e+03,,8.250800e+02,4.104960e+04
6.626000e+02,4.058880e+03,,8.240800e+02,4.058880e+04
6.636000e+02,4.116680e+03,,8.230800e+02,4.116680e+04
6.646000e+02,4.140200e+03,,8.220800e+02,4.140200e+04
6.656000e+02,4.166970e+03,,8.210800e+02,4.166970e+04
6.666000e+02,4.143310e+03,,8.200800e+02,4.143310e+04
6.676000e+02,4.099690e+03,,8.190800e+02,4.099690e+04
6.686000e+02,4.152920e+03,,8.180800e+02,4.152920e+04
6.696000e+02,4.141530e+03,,8.170800e+02,4.141530e+04
6.706000e+02,4.179530e+03,,8.160800e+02,4.179530e+04
6.716000e+02,4.156090e+03,,8.150800e+02,4.156090e+04
6.726000e+02,4.099950e+03,,8.140800e+02,4.099950e+04
6.736000e+02,4.063380e+03,,8.130800e+02,4.063380e+04
6.746000e+02,4.055520e+03,,8.120800e+02,4.055520e+04
6.756000e+02,4.096010e+03,,8.110800e+02,4.096010e+04
6.766000e+02,4.104130e+03,,8.100800e+02,4.104130e+04
6.776000e+02,4.295540e+03,,8.090800e+02,4.295540e+04
6.786000e+02,4.179250e+03,,8.080800e+02,4.179250e+04
6.796000e+02,4.233960e+03,,8.070800e+02,4.233960e+04
6.806000e+02,4.174610e+03,,8.060800e+02,4.174610e+04
6.816000e+02,4.077390e+03,,8.050800e+02,4.077390e+04
6.826000e+02,4.204590e+03,,8.040800e+02,4.204590e+04
6.836000e+02,4.117230e+03,,8.030800e+02,4.117230e+04
6.846000e+02,4.215390e+03,,8.020800e+02,4.215390e+04
6.856000e+02,4.209980e+03,,8.010800e+02,4.209980e+04
6.866000e+02,4.169940e+03,,8.000800e+02,4.169940e+04
6.876000e+02,4.238090e+03,,7.990800e+02,4.238090e+04
6.886000e+02,4.256190e+03,,7.980800e+02,4.256190e+04
6.896000e+02,4.175170e+03,,7.970800e+02,4.175170e+04
6.906000e+02,4.255310e+03,,7.960800e+02,4.255310e+04
6.916000e+02,4.268880e+03,,7.950800e+02,4.268880e+04
6.926000e+02,4.332400e+03,,7.940800e+02,4.332400e+04
6.936000e+02,4.333340e+03,,7.930800e+02,4.333340e+04
6.946000e+02,4.284420e+03,,7.920800e+02,4.284420e+04
6.956000e+02,4.249710e+03,,7.910800e+02,4.249710e+04
6.966000e+02,4.256780e+03,,7.900800e+02,4.256780e+04
6.976000e+02,4.251700e+03,,7.890800e+02,4.251700e+04
6.986000e+02,4.323870e+03,,7.880800e+02,4.323870e+04
6.996000e+02,4.132830e+03,,7.870800e+02,4.132830e+04
7.006000e+02,4.329200e+03,,7.860800e+02,4.329200e+04
7.016000e+02,4.326080e+03,,7.850800e+02,4.326080e+04
7.026000e+02,4.311610e+03,,7.840800e+02,4.311610e+04
7.036000e+02,4.320590e+03,,7.830800e+02,4.320590e+04
7.046000e+02,4.396510e+03,,7.820800e+02,4.396510e+04
7.056000e+02,4.494520e+03,,7.810800e+02,4.494520e+04
7.066000e+02,4.347120e+03,,7.800800e+02,4.347120e+04
7.076000e+02,4.276320e+03,,7.790800e+02,4.276320e+04
7.086000e+02,4.478460e+03,,7.780800e+02,4.478460e+04
7.096000e+02,4.390460e+03,,7.770800e+02,4.390460e+04
7.106000e+02,4.313180e+03,,7.760800e+02,4.313180e+04
7.116000e+02,4.319530e+03,,7.750800e+02,4.319530e+04
7.126000e+02,4.379820e+03,,7.740800e+02,4.379820e+04
7.136000e+02,4.371630e+03,,7.730800e+02,4.371630e+04
7.146000e+02,4.323180e+03,,7.720800e+02,4.323180e+04
7.156000e+02,4.411420e+03,,7.710800e+02,4.411420e+04
7.166000e+02,4.309170e+03,,7.700800e+02,4.309170e+04
7.176000e+02,4.319290e+03,,7.690800e+02,4.319290e+04
7.186000e+02,4.376510e+03,,7.680800e+02,4.376510e+04
7.196000e+02,4.416680e+03,,7.670800e+02,4.416680e+04
7.206000e+02,4.326270e+03,,7.660800e+02,4.326270e+04
7.216000e+02,4.393890e+03,,7.650800e+02,4.393890e+04
7.226000e+02,4.345030e+03,,7.640800e+02,4.345030e+04
7.236000e+02,4.421000e+03,,7.630800e+02,4.421000e+04
7.246000e+02,4.429880e+03,,7.620800e+02,4.429880e+04
7.256000e+02,4.537070e+03,,7.610800e+02,4.537070e+04
7.266000e+02,4.444970e+03,,7.600800e+02,4.444970e+04
7.276000e+02,4.515700e+03,,7.590800e+02,4.515700e+04
7.286000e+02,4.401370e+03,,7.580800e+02,4.401370e+04
7.296000e+02,4.398980e+03,,7.570800e+02,4.398980e+04
7.306000e+02,4.413480e+03,,7.560800e+02,4.413480e+04
7.316000e+02,4.504120e+03,,7.550800e+02,4.504120e+04
7.326000e+02,4.400680e+03,,7.540800e+02,4.400680e+04
7.336000e+02,4.394530e+03,,7.530800e+02,4.394530e+04
7.346000e+02,4.432350e+03,,7.520800e+02,4.432350e+04
7.356000e+02,4.328180e+03,,7.510800e+02,4.328180e+04
7.366000e+02,4.478980e+03,,7.500800e+02,4.478980e+04
7.376000e+02,4.580830e+03,,7.490800e+02,4.580830e+04
7.386000e+02,4.498670e+03,,7.480800e+02,4.498670e+04
7.396000e+02,4.508800e+03,,7.470800e+02,4.508800e+04
7.406000e+02,4.481240e+03,,7.460800e+02,4.481240e+04
7.416000e+02,4.478450e+03,,7.450800e+02,4.478450e+04
7.426000e+02,4.606570e+03,,7.440800e+02,4.606570e+04
7.436000e+02,4.565160e+03,,7.430800e+02,4.565160e+04
7.446000e+02,4.518140e+03,,7.420800e+02,4.518140e+04
7.456000e+02,4.678150e+03,,7.410800e+02,4.678150e+04
7.466000e+02,4.468510e+03,,7.400800e+02,4.468510e+04
7.476000e+02,4.448420e+03,,7.390800e+02,4.448420e+04
7.486000e+02,4.521970e+03,,7.380800e+02,4.521970e+04
7.496000e+02,4.527380e+03,,7.370800e+02,4.527380e+04
7.506000e+02,4.621630e+03,,7.360800e+02,4.621630e+04
7.516000e+02,4.483660e+03,,7.350800e+02,4.483660e+04
7.526000e+02,4.416930e+03,,7.340800e+02,4.416930e+04
7.536000e+02,4.518860e+03,,7.330800e+02,4.518860e+04
7.546000e+02,4.583780e+03,,7.320800e+02,4.583780e+04
7.556000e+02,4.558120e+03,,7.310800e+02,4.558120e+04
7.566000e+02,4.573120e+03,,7.300800e+02,4.573120e+04
7.576000e+02,4.646190e+03,,7.290800e+02,4.646190e+04
7.586000e+02,4.479440e+03,,7.280800e+02,4.479440e+04
7.596000e+02,4.563500e+03,,7.270800e+02,4.563500e+04
7.606000e+02,4.655540e+03,,7.260800e+02,4.655540e+04
7.616000e+02,4.609730e+03,,7.250800e+02,4.609730e+04
7.626000e+02,4.569710e+03,,7.240800e+02,4.569710e+04
7.636000e+02,4.638930e+03,,7.230800e+02,4.638930e+04
7.646000e+02,4.636380e+03,,7.220800e+02,4.636380e+04
7.656000e+02,4.735690e+03,,7.210800e+02,4.735690e+04
7.666000e+02,4.565790e+03,,7.200800e+02,4.565790e+04
7.676000e+02,4.625030e+03,,7.190800e+02,4.625030e+04
7.686000e+02,4.611800e+03,,7.180800e+02,4.611800e+04
7.696000e+02,4.673220e+03,,7.170800e+02,4.673220e+04
7.706000e+02,4.766630e+03,,7.160800e+02,4.766630e+04
7.716000e+02,4.619550e+03,,7.150800e+02,4.619550e+04
7.726000e+02,4.733150e+03,,7.140800e+02,4.733150e+04
7.736000e+02,4.749350e+03,,7.130800e+02,4.749350e+04
7.746000e+02,4.756610e+03,,7.120800e+02,4.756610e+04
7.756000e+02,4.753250e+03,,7.110800e+02,4.753250e+04
7.766000e+02,4.671140e+03,,7.100800e+02,4.671140e+04
7.776000e+02,4.605670e+03,,7.090800e+02,4.605670e+04
7.786000e+02,4.699190e+03,,7.080800e+02,4.699190e+04
7.796000e+02,4.762900e+03,,7.070800e+02,4.762900e+04
7.806000e+02,4.773670e+03,,7.060800e+02,4.773670e+04
7.816000e+02,4.771480e+03,,7.050800e+02,4.771480e+04
7.826000e+02,4.814680e+03,,7.040800e+02,4.814680e+04
7.836000e+02,4.842840e+03,,7.030800e+02,4.842840e+04
7.846000e+02,4.712760e+03,,7.020800e+02,4.712760e+04
7.856000e+02,4.730850e+03,,7.010800e+02,4.730850e+04
7.866000e+02,4.742590e+03,,7.000800e+02,4.742590e+04
7.876000e+02,4.755660e+03,,6.990800e+02,4.755660e+04
7.886000e+02,4.803110e+03,,6.980800e+02,4.803110e+04
7.896000e+02,4.856350e+03,,6.970800e+02,4.856350e+04
7.906000e+02,4.698340e+03,,6.960800e+02,4.698340e+04
7.916000e+02,4.754260e+03,,6.950800e+02,4.754260e+04
7.926000e+02,4.910850e+03,,6.940800e+02,4.910850e+04
7.936000e+02,4.800600e+03,,6.930800e+02,4.800600e+04
7.946000e+02,4.783620e+03,,6.920800e+02,4.783620e+04
7.956000e+02,4.892760e+03,,6.910800e+02,4.892760e+04
7.966000e+02,4.841470e+03,,6.900800e+02,4.841470e+04
7.976000e+02,4.969240e+03,,6.890800e+02,4.969240e+04
7.986000e+02,4.793940e+03,,6.880800e+02,4.793940e+04
7.996000e+02,4.873690e+03,,6.870800e+02,4.873690e+04
8.006000e+02,4.682030e+03,,6.860800e+02,4.682030e+04
8.016000e+02,4.826360e+03,,6.850800e+02,4.826360e+04
8.026000e+02,4.872240e+03,,6.840800e+02,4.872240e+04
8.036000e+02,4.915080e+03,,6.830800e+02,4.915080e+04
8.046000e+02,4.928190e+03,,6.820800e+02,4.928190e+04
8.056000e+02,4.935050e+03,,6.810800e+02,4.935050e+04
8.066000e+02,4.922730e+03,,6.800800e+02,4.922730e+04
8.076000e+02,4.824500e+03,,6.790800e+02,4.824500e+04
8.086000e+02,4.913320e+03,,6.780800e+02,4.913320e+04
8.096000e+02,4.923050e+03,,6.770800e+02,4.923050e+04
8.106000e+02,4.934360e+03,,6.760800e+02,4.934360e+04
8.116000e+02,4.972080e+03,,6.750800e+02,4.972080e+04
8.126000e+02,4.885950e+03,,6.740800e+02,4.885950e+04
8.136000e+02,4.920700e+03,,6.730800e+02,4.920700e+04
8.146000e+02,5.060520e+03,,6.720800e+02,5.060520e+04
8.156000e+02,4.932070e+03,,6.710800e+02,4.932070e+04
8.166000e+02,4.836710e+03,,6.700800e+02,4.836710e+04
8.176000e+02,4.900800e+03,,6.690800e+02,4.900800e+04
8.186000e+02,5.013870e+03,,6.680800e+02,5.013870e+04
8.196000e+02,5.032790e+03,,6.670800e+02,5.032790e+04
8.206000e+02,4.981940e+03,,6.660800e+02,4.981940e+04
8.216000e+02,4.953880e+03,,6.650800e+02,4.953880e+04
8.226000e+02,4.976190e+03,,6.640800e+02,4.976190e+04
8.236000e+02,5.002770e+03,,6.630800e+02,5.002770e+04
8.246000e+02,5.053960e+03,,6.620800e+02,5.053960e+04
8.256000e+02,5.064680e+03,,6.610800e+02,5.064680e+04
8.266000e+02,5.054430e+03,,6.600800e+02,5.054430e+04
8.276000e+02,5.097610e+03,,6.590800e+02,5.097610e+04
8.286000e+02,5.095200e+03,,6.580800e+02,5.095200e+04
8.296000e+02,5.031520e+03,,6.570800e+02,5.031520e+04
8.306000e+02,4.996810e+03,,6.560800e+02,4.996810e+04
8.316000e+02,5.084100e+03,,6.550800e+02,5.084100e+04
8.326000e+02,5.002000e+03,,6.540800e+02,5.002000e+04
8.336000e+02,5.052740e+03,,6.530800e+02,5.052740e+04
8.346000e+02,5.071950e+03,,6.520800e+02,5.071950e+04
8.356000e+02,5.029170e+03,,6.510800e+02,5.029170e+04
8.366000e+02,5.083420e+03,,6.500800e+02,5.083420e+04
8.376000e+02,5.104360e+03,,6.490800e+02,5.104360e+04
8.386000e+02,5.076480e+03,,6.480800e+02,5.076480e+04
8.396000e+02,5.258770e+03,,6.470800e+02,5.258770e+04
8.406000e+02,5.316400e+03,,6.460800e+02,5.316400e+04
8.416000e+02,5.137080e+03,,6.450800e+02,5.137080e+04
8.426000e+02,5.086350e+03,,6.440800e+02,5.086350e+04
8.436000e+02,5.127650e+03,,6.430800e+02,5.127650e+04
8.446000e+02,5.200770e+03,,6.420800e+02,5.200770e+04
8.456000e+02,5.116120e+03,,6.410800e+02,5.116120e+04
8.466000e+02,5.323890e+03,,6.400800e+02,5.323890e+04
8.476000e+02,5.175980e+03,,6.390800e+02,5.175980e+04
8.486000e+02,5.289740e+03,,6.380800e+02,5.289740e+04
8.496000e+02,5.195940e+03,,6.370800e+02,5.195940e+04
8.506000e+02,5.290110e+03,,6.360800e+02,5.290110e+04
8.516000e+02,5.304210e+03,,6.350800e+02,5.304210e+04
8.526000e+02,5.213230e+03,,6.340800e+02,5.213230e+04
8.536000e+02,5.310090e+03,,6.330800e+02,5.310090e+04
8.546000e+02,5.330830e+03,,6.320800e+02,5.330830e+04
8.556000e+02,5.200500e+03,,6.310800e+02,5.200500e+04
8.566000e+02,5.221030e+03,,6.300800e+02,5.221030e+04
8.576000e+02,5.324530e+03,,6.290800e+02,5.324530e+04
8.586000e+02,5.204770e+03,,6.280800e+02,5.204770e+04
8.596000e+02,5.280370e+03,,6.270800e+02,5.280370e+04
8.606000e+02,5.262770e+03,,6.260800e+02,5.262770e+04
8.616000e+02,5.364120e+03,,6.250800e+02,5.364120e+04
8.626000e+02,5.451090e+03,,6.240800e+02,5.451090e+04
8.636000e+02,5.212920e+03,,6.230800e+02,5.212920e+04
8.646000e+02,5.287600e+03,,6.220800e+02,5.287600e+04
8.656000e+02,5.319260e+03,,6.210800e+02,5.319260e+04
8.666000e+02,5.363500e+03,,6.200800e+02,5.363500e+04
8.676000e+02,5.385850e+03,,6.190800e+02,5.385850e+04
8.686000e+02,5.215430e+03,,6.180800e+02,5.215430e+04
8.696000e+02,5.322560e+03,,6.170800e+02,5.322560e+04
8.706000e+02,5.291930e+03,,6.160800e+02,5.291930e+04
8.716000e+02,5.370130e+03,,6.150800e+02,5.370130e+04
8.726000e+02,5.479760e+03,,6.140800e+02,5.479760e+04
8.736000e+02,5.269660e+03,,6.130800e+02,5.269660e+04
8.746000e+02,5.523270e+03,,6.120800e+02,5.523270e+04
8.756000e+02,5.354340e+03,,6.110800e+02,5.354340e+04
8.766000e+02,5.362880e+03,,6.100800e+02,5.362880e+04
8.776000e+02,5.369300e+03,,6.090800e+02,5.369300e+04
8.786000e+02,5.343910e+03,,6.080800e+02,5.343910e+04
8.796000e+02,5.497270e+03,,6.070800e+02,5.497270e+04
8.806000e+02,5.564280e+03,,6.060800e+02,5.564280e+04
8.816000e+02,5.576130e+03,,6.050800e+02,5.576130e+04
8.826000e+02,5.373180e+03,,6.040800e+02,5.373180e+04
8.836000e+02,5.508430e+03,,6.030800e+02,5.508430e+04
8.846000e+02,5.600770e+03,,6.020800e+02,5.600770e+04
8.856000e+02,5.550470e+03,,6.010800e+02,5.550470e+04
8.866000e+02,5.570330e+03,,6.000800e+02,5.570330e+04
8.876000e+02,5.528110e+03,,5.990800e+02,5.528110e+04
8.886000e+02,5.636370e+03,,5.980800e+02,5.636370e+04
8.896000e+02,5.587580e+03,,5.970800e+02,5.587580e+04
8.906000e+02,5.602850e+03,,5.960800e+02,5.602850e+04
8.916000e+02,5.636630e+03,,5.950800e+02,5.636630e+04
8.926000e+02,5.612860e+03,,5.940800e+02,5.612860e+04
8.936000e+02,5.607450e+03,,5.930800e+02,5.607450e+04
8.946000e+02,5.618720e+03,,5.920800e+02,5.618720e+04
8.956000e+02,5.543780e+03,,5.910800e+02,5.543780e+04
8.966000e+02,5.737960e+03,,5.900800e+02,5.737960e+04
8.976000e+02,5.632630e+03,,5.890800e+02,5.632630e+04
8.986000e+02,5.698520e+03,,5.880800e+02,5.698520e+04
8.996000e+02,5.863560e+03,,5.870800e+02,5.863560e+04
9.006000e+02,5.751060e+03,,5.860800e+02,5.751060e+04
9.016000e+02,5.838440e+03,,5.850800e+02,5.838440e+04
9.026000e+02,5.773200e+03,,5.840800e+02,5.773200e+04
9.036000e+02,5.760760e+03,,5.830800e+02,5.760760e+04
9.046000e+02,5.686360e+03,,5.820800e+02,5.686360e+04
9.056000e+02,5.799550e+03,,5.810800e+02,5.799550e+04
9.066000e+02,5.599280e+03,,5.800800e+02,5.599280e+04
9.076000e+02,5.772880e+03,,5.790800e+02,5.772880e+04
9.086000e+02,5.731880e+03,,5.780800e+02,5.731880e+04
9.096000e+02,5.625850e+03,,5.770800e+02,5.625850e+04
9.106000e+02,5.762720e+03,,5.760800e+02,5.762720e+04
9.116000e+02,5.733820e+03,,5.750800e+02,5.733820e+04
9.126000e+02,5.683420e+03,,5.740800e+02,5.683420e+04
9.136000e+02,5.748940e+03,,5.730800e+02,5.748940e+04
9.146000e+02,5.703190e+03,,5.720800e+02,5.703190e+04
9.156000e+02,5.569410e+03,,5.710800e+02,5.569410e+04
9.166000e+02,5.431990e+03,,5.700800e+02,5.431990e+04
9.176000e+02,5.398300e+03,,5.690800e+02,5.398300e+04
9.186000e+02,5.535370e+03,,5.680800e+02,5.535370e+04
9.196000e+02,5.280610e+03,,5.670800e+02,5.280610e+04
9.206000e+02,5.331380e+03,,5.660800e+02,5.331380e+04
9.216000e+02,5.495410e+03,,5.650800e+02,5.495410e+04
9.226000e+02,5.458130e+03,,5.640800e+02,5.458130e+04
9.236000e+02,5.750520e+03,,5.630800e+02,5.750520e+04
9.246000e+02,6.016540e+03,,5.620800e+02,6.016540e+04
9.256000e+02,6.232100e+03,,5.610800e+02,6.232100e+04
9.266000e+02,6.349670e+03,,5.600800e+02,6.349670e+04
9.276000e+02,6.547800e+03,,5.590800e+02,6.547800e+04
9.286000e+02,6.584890e+03,,5.580800e+02,6.584890e+04
9.296000e+02,6.873230e+03,,5.570800e+02,6.873230e+04
9.306000e+02,6.905140e+03,,5.560800e+02,6.905140e+04
9.316000e+02,6.881660e+03,,5.550800e+02,6.881660e+04
9.326000e+02,6.644760e+03,,5.540800e+02,6.644760e+04
9.336000e+02,6.131540e+03,,5.530800e+02,6.131540e+04
9.346000e+02,5.751660e+03,,5.520800e+02,5.751660e+04
9.356000e+02,5.428630e+03,,5.510800e+02,5.428630e+04
9.366000e+02,5.140740e+03,,5.500800e+02,5.140740e+04
9.376000e+02,5.070040e+03,,5.490800e+02,5.070040e+04
9.386000e+02,4.764530e+03,,5.480800e+02,4.764530e+04
9.396000e+02,4.501670e+03,,5.470800e+02,4.501670e+04
9.406000e+02,4.157490e+03,,5.460800e+02,4.157490e+04
9.416000e+02,3.836700e+03,,5.450800e+02,3.836700e+04
9.426000e+02,3.306380e+03,,5.440800e+02,3.306380e+04
9.436000e+02,2.716530e+03,,5.430800e+02,2.716530e+04
9.446000e+02,2.317690e+03,,5.420800e+02,2.317690e+04
9.456000e+02,1.977540e+03,,5.410800e+02,1.977540e+04
9.466000e+02,1.889720e+03,,5.400800e+02,1.889720e+04
9.476000e+02,2.115210e+03,,5.390800e+02,2.115210e+04
9.486000e+02,2.517110e+03,,5.380800e+02,2.517110e+04
9.496000e+02,4.070450e+03,,5.370800e+02,4.070450e+04
9.506000e+02,7.116380e+03,,5.360800e+02,7.116380e+04
9.516000e+02,1.135990e+04,,5.350800e+02,1.135990e+05
9.526000e+02,2.187040e+04,,5.340800e+02,2.187040e+05
9.536000e+02,3.396200e+04,,5.330800e+02,3.396200e+05
9.546000e+02,2.310320e+04,,5.320800e+02,2.310320e+05
9.556000e+02,7.369390e+03,,5.310800e+02,7.369390e+04
9.566000e+02,2.754760e+03,,5.300800e+02,2.754760e+04
9.576000e+02,2.023810e+03,,5.290800e+02,2.023810e+04
9.586000e+02,1.824570e+03,,5.280800e+02,1.824570e+04
9.596000e+02,1.625210e+03,,5.270800e+02,1.625210e+04
9.606000e+02,1.633630e+03,,5.260800e+02,1.633630e+04
9.616000e+02,1.584410e+03,,5.250800e+02,1.584410e+04
9.626000e+02,1.480870e+03,,5.240800e+02,1.480870e+04
9.636000e+02,1.511520e+03,,5.230800e+02,1.511520e+04
9.646000e+02,1.462610e+03,,5.220800e+02,1.462610e+04
